Id,Warehouse Block,Mode Of Shipment,Customer Care Calls,Customer Rating,Cost Of The Product,Prior Purchases,Product Importance,Gender,Discount Offered,Weight In Gms,On-Time Delivery,Net Price,Discount Ratio,Status By Mode Of Shipment
8207,C,Road,4,5,206,3,1,M,5,5785,1,201,0.02,0.59
8208,F,Road,3,4,175,3,0,F,2,5272,0,173,0.01,0.59
8209,D,Road,5,5,247,2,1,M,5,4250,0,242,0.02,0.59
8210,F,Road,4,3,152,4,1,F,4,5809,0,148,0.03,0.59
8211,A,Road,4,4,162,3,0,F,8,5394,0,154,0.05,0.59
8212,B,Road,3,4,206,3,1,F,5,5915,0,201,0.02,0.59
8213,C,Road,3,4,186,4,0,F,6,5540,0,180,0.03,0.59
8214,F,Road,4,5,179,3,0,F,4,4487,0,175,0.02,0.59
8215,D,Road,3,5,172,3,1,F,7,4929,0,165,0.04,0.59
8216,F,Flight,3,3,158,2,1,M,7,4865,0,151,0.04,0.6
8217,A,Flight,6,5,143,5,2,M,9,4060,0,134,0.06,0.6
8218,B,Flight,5,3,171,3,1,F,7,4994,0,164,0.04,0.6
8219,C,Flight,4,2,175,3,2,M,4,4426,0,171,0.02,0.6
8220,F,Flight,4,5,173,3,1,F,8,4040,1,165,0.05,0.6
8221,D,Flight,4,4,268,3,1,M,10,4531,0,258,0.04,0.6
8222,F,Flight,4,5,232,3,0,F,8,5923,0,224,0.03,0.6
8223,A,Flight,4,2,203,4,1,F,9,4217,0,194,0.04,0.6
8224,B,Flight,3,4,140,3,0,M,3,5300,0,137,0.02,0.6
8225,C,Flight,3,4,138,3,1,F,10,4327,1,128,0.07,0.6
8226,F,Flight,5,1,262,3,1,M,9,5146,0,253,0.03,0.6
8227,D,Flight,4,1,245,3,0,F,9,4024,1,236,0.04,0.6
8228,F,Flight,3,4,224,3,0,F,10,4806,1,214,0.04,0.6
8229,A,Flight,3,4,186,2,0,F,4,4585,0,182,0.02,0.6
8230,B,Flight,4,2,282,4,1,M,5,5422,1,277,0.02,0.6
8231,C,Flight,5,1,266,3,0,M,8,4786,1,258,0.03,0.6
8232,F,Flight,4,2,256,4,0,F,7,5571,0,249,0.03,0.6
8233,D,Flight,3,3,155,3,1,F,7,5464,0,148,0.05,0.6
8234,F,Flight,2,4,142,3,2,M,2,5700,0,140,0.01,0.6
8235,A,Flight,6,3,229,8,1,M,6,4600,0,223,0.03,0.6
8236,B,Flight,4,3,211,8,1,F,6,5583,0,205,0.03,0.6
8237,C,Flight,5,1,264,6,2,F,4,5337,0,260,0.02,0.6
8238,F,Ship,6,1,217,4,1,M,3,5571,0,214,0.01,0.6
8239,D,Ship,5,3,145,3,0,M,3,4077,1,142,0.02,0.6
8240,F,Ship,3,2,185,4,0,M,6,5854,0,179,0.03,0.6
8241,A,Ship,4,4,221,10,2,M,6,5582,1,215,0.03,0.6
8242,B,Ship,4,5,208,3,0,F,8,4632,0,200,0.04,0.6
8243,C,Ship,4,5,260,2,1,M,2,5368,0,258,0.01,0.6
8244,F,Ship,4,4,177,7,0,F,3,5646,1,174,0.02,0.6
8245,D,Ship,4,1,144,4,0,F,10,4175,0,134,0.07,0.6
8246,F,Ship,3,5,174,2,0,F,4,5692,0,170,0.02,0.6
8247,A,Ship,3,2,215,4,2,M,1,4158,0,214,0.0,0.6
8248,B,Ship,4,5,270,10,1,M,9,5085,1,261,0.03,0.6
8249,C,Ship,3,4,209,2,2,M,10,4540,0,199,0.05,0.6
8250,F,Ship,5,1,103,5,0,F,10,5413,1,93,0.1,0.6
8251,D,Ship,5,1,184,3,0,F,10,4674,1,174,0.05,0.6
8252,F,Ship,5,3,226,2,2,F,6,5033,0,220,0.03,0.6
8253,A,Ship,5,2,158,3,0,M,4,4324,0,154,0.03,0.6
8254,B,Ship,3,2,274,2,2,M,2,5029,0,272,0.01,0.6
8255,C,Ship,3,4,245,3,1,F,7,5429,0,238,0.03,0.6
8256,F,Ship,5,3,254,6,0,M,8,1932,0,246,0.03,0.6
8257,D,Ship,5,3,252,5,0,M,2,1312,1,250,0.01,0.6
8258,F,Ship,6,4,254,4,0,M,2,1174,0,252,0.01,0.6
8259,A,Ship,4,3,263,5,0,F,10,1762,0,253,0.04,0.6
8260,B,Ship,5,1,256,5,0,F,5,1970,0,251,0.02,0.6
8261,C,Ship,6,5,264,4,1,F,9,1922,1,255,0.03,0.6
8262,F,Ship,4,2,237,5,0,M,6,1734,1,231,0.03,0.6
8263,D,Ship,4,1,226,5,1,F,2,1912,0,224,0.01,0.6
8264,F,Ship,7,1,289,4,0,F,4,1543,1,285,0.01,0.6
8265,A,Ship,7,1,281,4,0,F,9,1235,0,272,0.03,0.6
8266,B,Ship,5,5,258,5,0,M,6,1068,1,252,0.02,0.6
8267,C,Ship,6,4,263,4,0,M,3,1276,0,260,0.01,0.6
8268,F,Ship,5,3,245,5,0,F,1,1605,0,244,0.0,0.6
8269,D,Ship,7,3,296,4,1,F,7,1427,0,289,0.02,0.6
8270,F,Ship,7,4,286,4,0,M,3,1262,1,283,0.01,0.6
8271,A,Ship,6,3,252,2,0,M,6,1470,1,246,0.02,0.6
8272,B,Ship,6,5,301,4,0,F,4,1707,1,297,0.01,0.6
8273,C,Ship,7,4,290,4,0,F,10,1886,1,280,0.03,0.6
8274,F,Ship,7,2,247,4,1,F,9,1096,1,238,0.04,0.6
8275,D,Ship,3,1,138,3,1,F,2,4766,1,136,0.01,0.6
8276,F,Ship,5,4,262,3,1,F,6,4428,0,256,0.02,0.6
8277,A,Ship,4,2,245,3,0,F,5,5226,0,240,0.02,0.6
8278,B,Ship,3,1,224,3,0,F,1,4862,1,223,0.0,0.6
8279,C,Ship,3,1,186,2,0,F,1,5054,1,185,0.01,0.6
8280,F,Ship,4,1,282,4,1,M,10,5065,0,272,0.04,0.6
8281,D,Ship,5,4,266,3,0,M,2,5260,1,264,0.01,0.6
8282,F,Ship,4,5,256,4,0,F,8,5244,1,248,0.03,0.6
8283,A,Ship,3,1,155,3,1,F,7,5709,0,148,0.05,0.6
8284,B,Ship,2,5,142,3,2,M,10,5174,0,132,0.07,0.6
8285,C,Ship,6,5,229,8,1,F,2,4271,1,227,0.01,0.6
8286,F,Ship,4,3,211,8,1,F,3,4550,0,208,0.01,0.6
8287,D,Ship,5,5,264,6,2,M,8,4644,1,256,0.03,0.6
8288,F,Ship,6,4,217,4,1,F,4,4247,1,213,0.02,0.6
8289,A,Ship,5,4,145,3,0,M,2,4492,1,143,0.01,0.6
8290,B,Ship,3,5,185,4,0,M,9,5704,0,176,0.05,0.6
8291,C,Ship,4,5,221,10,2,M,9,4646,0,212,0.04,0.6
8292,F,Ship,4,2,208,3,0,M,8,4342,0,200,0.04,0.6
8293,D,Ship,4,4,260,2,1,M,6,4474,0,254,0.02,0.6
8294,F,Ship,4,5,177,7,0,F,2,4299,0,175,0.01,0.6
8295,A,Ship,4,1,144,4,0,M,8,4970,0,136,0.06,0.6
8296,B,Ship,3,3,174,2,0,F,1,5556,0,173,0.01,0.6
8297,C,Ship,3,2,215,4,2,M,2,4673,1,213,0.01,0.6
8298,F,Ship,4,1,270,10,1,F,5,5494,1,265,0.02,0.6
8299,D,Ship,3,4,209,2,2,F,5,4363,0,204,0.02,0.6
8300,F,Ship,5,1,103,5,0,M,3,4966,0,100,0.03,0.6
8301,A,Ship,5,2,184,3,0,F,4,4552,0,180,0.02,0.6
8302,B,Ship,5,3,226,2,2,F,2,4219,0,224,0.01,0.6
8303,C,Ship,5,4,158,3,0,F,10,4670,1,148,0.06,0.6
8304,F,Ship,3,1,274,2,2,M,2,4352,0,272,0.01,0.6
8305,D,Ship,3,2,245,3,1,F,7,4121,0,238,0.03,0.6
8306,F,Ship,5,4,254,6,0,M,4,1850,1,250,0.02,0.6
8307,A,Ship,5,4,252,5,0,M,9,1133,1,243,0.04,0.6
8308,B,Ship,6,2,254,4,0,F,9,1626,0,245,0.04,0.6
8309,C,Ship,4,1,263,5,0,M,3,1777,0,260,0.01,0.6
8310,F,Ship,5,5,256,5,0,F,10,1333,1,246,0.04,0.6
8311,D,Ship,6,3,264,4,1,M,5,1397,0,259,0.02,0.6
8312,F,Ship,4,1,237,5,0,F,5,1041,0,232,0.02,0.6
8313,A,Ship,4,1,226,5,1,M,6,1723,0,220,0.03,0.6
8314,B,Ship,7,4,289,4,0,M,1,1657,0,288,0.0,0.6
8315,C,Ship,7,2,281,4,0,F,6,1118,1,275,0.02,0.6
8316,F,Ship,5,5,258,5,0,F,10,1719,1,248,0.04,0.6
8317,D,Ship,6,5,263,4,0,M,10,1669,0,253,0.04,0.6
8318,F,Ship,5,3,245,5,0,F,10,1112,0,235,0.04,0.6
8319,A,Ship,7,3,296,4,1,F,2,1304,1,294,0.01,0.6
8320,B,Ship,7,3,286,4,0,M,2,1712,1,284,0.01,0.6
8321,C,Ship,6,5,299,4,0,F,1,1629,1,298,0.0,0.6
8322,F,Ship,6,4,253,4,1,M,10,1248,0,243,0.04,0.6
8323,D,Ship,7,5,269,4,1,F,9,1835,0,260,0.03,0.6
8324,F,Ship,5,1,267,5,1,F,3,1194,1,264,0.01,0.6
8325,A,Ship,5,4,226,5,1,F,4,1518,0,222,0.02,0.6
8326,B,Ship,6,4,278,4,0,M,3,1141,1,275,0.01,0.6
8327,C,Ship,4,4,232,5,1,M,2,1386,0,230,0.01,0.6
8328,F,Ship,6,4,287,4,0,F,5,1972,1,282,0.02,0.6
8329,D,Ship,4,2,228,5,0,M,6,1718,0,222,0.03,0.6
8330,F,Ship,5,1,232,5,0,M,4,1776,0,228,0.02,0.6
8331,A,Road,6,5,308,4,0,M,8,1569,1,300,0.03,0.59
8332,B,Road,7,5,287,4,0,F,8,1748,0,279,0.03,0.59
8333,C,Road,6,3,246,4,1,F,8,1741,0,238,0.03,0.59
8334,F,Road,4,1,262,6,0,M,1,1627,1,261,0.0,0.59
8335,D,Road,6,4,275,4,0,M,10,1005,0,265,0.04,0.59
8336,F,Road,5,4,236,5,1,F,2,1664,1,234,0.01,0.59
8337,A,Road,5,2,221,6,1,M,2,1781,1,219,0.01,0.59
8338,B,Road,5,4,271,5,0,M,4,1320,0,267,0.01,0.59
8339,C,Road,4,4,229,5,0,M,9,1361,0,220,0.04,0.59
8340,F,Road,5,1,291,4,0,F,3,1663,1,288,0.01,0.59
8341,D,Road,5,5,261,6,1,F,1,1082,0,260,0.0,0.59
8342,F,Road,6,4,285,4,1,F,10,1422,0,275,0.04,0.59
8343,A,Road,6,4,262,5,0,M,9,1369,0,253,0.03,0.59
8344,B,Road,4,5,219,5,0,M,2,1260,0,217,0.01,0.59
8345,C,Road,6,1,302,4,0,F,1,1622,1,301,0.0,0.59
8346,F,Road,4,4,269,5,1,F,2,1473,0,267,0.01,0.59
8347,D,Road,5,4,260,5,0,M,10,1708,1,250,0.04,0.59
8348,F,Road,7,2,297,4,0,F,7,1383,1,290,0.02,0.59
8349,A,Road,6,1,278,4,1,M,6,1576,0,272,0.02,0.59
8350,B,Road,5,3,265,5,0,F,3,1005,1,262,0.01,0.59
8351,C,Road,6,2,286,4,0,F,5,1248,1,281,0.02,0.59
8352,F,Road,6,2,248,4,0,F,10,1563,1,238,0.04,0.59
8353,D,Flight,6,5,302,4,0,F,7,1592,0,295,0.02,0.6
8354,F,Flight,6,1,272,4,0,F,2,1018,0,270,0.01,0.6
8355,A,Flight,6,4,279,4,0,F,10,1462,1,269,0.04,0.6
8356,B,Flight,4,2,255,5,1,M,2,1255,0,253,0.01,0.6
8357,C,Flight,5,4,245,5,1,F,4,1771,1,241,0.02,0.6
8358,F,Flight,4,5,247,5,1,M,6,1737,0,241,0.02,0.6
8359,D,Flight,6,4,275,4,1,F,5,1989,0,270,0.02,0.6
8360,F,Flight,6,3,255,4,1,F,8,1805,0,247,0.03,0.6
8361,A,Flight,6,2,243,4,2,M,2,1665,1,241,0.01,0.6
8362,B,Flight,4,1,234,6,0,M,7,1711,0,227,0.03,0.6
8363,C,Flight,5,2,276,6,1,F,6,1043,0,270,0.02,0.6
8364,F,Flight,5,1,228,5,0,F,7,1818,0,221,0.03,0.6
8365,D,Flight,5,5,232,6,0,M,2,1550,1,230,0.01,0.6
8366,F,Flight,5,1,248,4,0,F,6,1944,1,242,0.02,0.6
8367,A,Flight,5,4,136,4,0,M,9,5469,0,127,0.07,0.6
8368,B,Flight,4,3,240,3,0,F,8,4423,0,232,0.03,0.6
8369,C,Flight,4,4,147,3,1,M,9,4534,1,138,0.06,0.6
8370,F,Flight,4,1,222,2,0,F,10,4714,1,212,0.05,0.6
8371,D,Flight,3,3,163,3,1,M,5,5362,0,158,0.03,0.6
8372,F,Flight,5,4,254,3,0,F,4,5611,1,250,0.02,0.6
8373,A,Flight,4,2,246,3,1,M,1,5113,0,245,0.0,0.6
8374,B,Flight,2,1,168,4,0,M,6,4800,0,162,0.04,0.6
8375,C,Ship,4,1,145,3,1,M,8,4915,0,137,0.06,0.6
8376,F,Ship,5,2,224,2,1,M,8,4047,1,216,0.04,0.6
8377,D,Ship,4,5,248,4,0,F,2,4427,0,246,0.01,0.6
8378,F,Ship,3,3,212,2,0,M,2,5125,0,210,0.01,0.6
8379,A,Ship,5,5,268,3,0,F,8,5480,0,260,0.03,0.6
8380,B,Ship,4,1,200,3,1,F,5,4120,1,195,0.02,0.6
8381,C,Ship,5,2,246,3,0,F,9,5795,0,237,0.04,0.6
8382,F,Ship,4,3,142,3,1,M,1,4900,0,141,0.01,0.6
8383,D,Ship,4,3,173,4,0,M,9,5672,0,164,0.05,0.6
8384,F,Ship,5,3,156,4,1,F,8,5868,0,148,0.05,0.6
8385,A,Ship,3,1,223,2,0,M,8,5719,1,215,0.04,0.6
8386,B,Ship,4,5,231,3,0,F,4,5174,1,227,0.02,0.6
8387,C,Ship,2,4,264,3,0,F,1,5437,1,263,0.0,0.6
8388,F,Ship,4,4,175,5,0,M,10,4498,1,165,0.06,0.6
8389,D,Ship,2,4,149,5,1,F,7,5541,0,142,0.05,0.6
8390,F,Ship,3,1,226,2,0,M,7,4703,0,219,0.03,0.6
8391,A,Ship,3,1,133,3,1,F,5,4538,0,128,0.04,0.6
8392,B,Ship,5,2,190,2,0,M,1,5005,0,189,0.01,0.6
8393,C,Ship,3,5,238,2,2,M,5,4052,0,233,0.02,0.6
8394,F,Ship,6,4,152,3,0,M,10,4376,1,142,0.07,0.6
8395,D,Ship,3,4,249,3,2,F,10,5629,1,239,0.04,0.6
8396,F,Ship,4,3,181,2,0,F,4,5622,1,177,0.02,0.6
8397,A,Ship,3,3,239,2,1,F,2,5625,0,237,0.01,0.6
8398,B,Ship,3,1,167,3,1,M,10,4341,1,157,0.06,0.6
8399,C,Ship,3,5,246,3,1,M,1,5650,1,245,0.0,0.6
8400,F,Ship,5,1,139,3,1,F,1,5953,1,138,0.01,0.6
8401,D,Ship,5,1,150,4,0,F,1,5098,0,149,0.01,0.6
8402,F,Ship,3,3,151,3,1,F,1,5297,0,150,0.01,0.6
8403,A,Ship,4,1,186,3,0,F,6,4758,0,180,0.03,0.6
8404,B,Ship,3,4,250,3,0,M,6,5565,0,244,0.02,0.6
8405,C,Ship,4,1,162,3,1,M,6,4343,1,156,0.04,0.6
8406,F,Ship,5,3,135,3,1,F,5,4484,0,130,0.04,0.6
8407,D,Ship,3,1,238,2,1,M,5,4355,1,233,0.02,0.6
8408,F,Ship,6,5,167,2,0,M,10,4013,1,157,0.06,0.6
8409,A,Ship,4,1,269,5,1,M,3,4534,1,266,0.01,0.6
8410,B,Ship,4,2,187,2,1,M,7,4470,1,180,0.04,0.6
8411,C,Ship,3,3,241,2,2,M,2,4836,1,239,0.01,0.6
8412,F,Ship,3,2,168,3,1,M,10,4979,1,158,0.06,0.6
8413,D,Ship,4,4,273,2,0,M,1,5759,1,272,0.0,0.6
8414,F,Ship,4,3,257,3,0,M,8,4447,1,249,0.03,0.6
8415,A,Ship,5,1,205,2,0,F,3,5682,1,202,0.01,0.6
8416,B,Ship,4,1,260,5,0,M,1,5559,1,259,0.0,0.6
8417,C,Ship,2,1,207,3,1,F,10,5394,0,197,0.05,0.6
8418,F,Ship,3,1,202,2,1,M,7,4598,0,195,0.03,0.6
8419,D,Ship,5,1,224,3,0,M,7,5870,1,217,0.03,0.6
8420,F,Ship,5,1,193,2,0,M,8,5184,0,185,0.04,0.6
8421,A,Ship,5,3,199,3,0,F,3,4885,1,196,0.02,0.6
8422,B,Ship,4,3,187,4,0,M,9,5699,1,178,0.05,0.6
8423,C,Ship,5,2,208,3,0,M,6,4744,1,202,0.03,0.6
8424,F,Ship,3,5,228,2,1,F,3,5208,0,225,0.01,0.6
8425,D,Ship,3,3,160,4,1,F,7,5147,0,153,0.04,0.6
8426,F,Ship,3,1,195,3,1,F,3,5961,0,192,0.02,0.6
8427,A,Ship,3,4,240,2,1,F,2,5661,0,238,0.01,0.6
8428,B,Ship,2,2,271,4,1,M,9,4066,0,262,0.03,0.6
8429,C,Ship,4,1,236,3,0,F,8,4114,0,228,0.03,0.6
8430,F,Ship,3,2,199,4,1,F,1,5660,0,198,0.01,0.6
8431,D,Ship,3,1,246,2,0,F,9,4947,0,237,0.04,0.6
8432,F,Ship,3,1,250,4,0,F,8,4028,1,242,0.03,0.6
8433,A,Ship,4,1,188,2,0,M,10,5085,1,178,0.05,0.6
8434,B,Ship,3,2,256,3,0,M,1,4932,0,255,0.0,0.6
8435,C,Ship,3,5,147,3,1,M,8,5272,1,139,0.05,0.6
8436,F,Ship,3,3,234,3,0,F,6,5652,0,228,0.03,0.6
8437,D,Ship,3,1,247,4,0,F,8,5376,1,239,0.03,0.6
8438,F,Ship,5,1,267,4,0,M,5,5792,0,262,0.02,0.6
8439,A,Ship,6,5,246,5,2,F,3,4660,1,243,0.01,0.6
8440,B,Ship,4,1,284,4,0,F,4,4795,1,280,0.01,0.6
8441,C,Ship,3,3,142,6,1,F,2,5748,1,140,0.01,0.6
8442,F,Ship,3,1,132,2,1,M,2,4129,0,130,0.02,0.6
8443,D,Ship,3,5,252,2,2,M,4,4098,1,248,0.02,0.6
8444,F,Ship,4,1,243,3,2,F,5,5989,0,238,0.02,0.6
8445,A,Ship,6,4,281,3,0,F,7,5180,0,274,0.02,0.6
8446,B,Ship,3,5,142,2,0,M,6,5974,1,136,0.04,0.6
8447,C,Ship,3,1,209,2,0,F,2,4855,0,207,0.01,0.6
8448,F,Ship,3,3,157,4,1,F,7,4487,1,150,0.04,0.6
8449,D,Ship,5,1,267,3,0,M,7,5789,1,260,0.03,0.6
8450,F,Ship,5,5,177,5,0,F,1,4379,1,176,0.01,0.6
8451,A,Ship,4,3,214,2,1,F,6,4345,0,208,0.03,0.6
8452,B,Ship,4,3,247,3,0,F,4,4962,1,243,0.02,0.6
8453,C,Ship,3,1,268,4,0,M,10,5226,1,258,0.04,0.6
8454,F,Ship,5,3,242,3,1,F,6,5013,1,236,0.02,0.6
8455,D,Ship,2,4,176,3,0,M,1,4509,0,175,0.01,0.6
8456,F,Ship,5,5,231,3,1,F,10,5361,0,221,0.04,0.6
8457,A,Ship,3,5,124,2,1,M,1,5709,1,123,0.01,0.6
8458,B,Ship,3,2,179,3,0,M,4,4102,1,175,0.02,0.6
8459,C,Ship,4,3,207,3,0,F,7,4220,1,200,0.03,0.6
8460,F,Ship,4,2,128,3,1,M,7,5675,1,121,0.05,0.6
8461,D,Ship,3,5,167,2,1,F,8,5083,0,159,0.05,0.6
8462,F,Ship,3,2,243,4,1,M,5,4670,1,238,0.02,0.6
8463,A,Ship,4,5,252,4,0,F,6,4983,0,246,0.02,0.6
8464,B,Ship,4,1,202,2,1,M,10,5428,1,192,0.05,0.6
8465,C,Ship,4,3,241,2,1,M,3,4636,1,238,0.01,0.6
8466,F,Ship,4,5,182,2,1,F,10,5098,1,172,0.05,0.6
8467,D,Ship,2,2,156,3,0,F,5,5628,1,151,0.03,0.6
8468,F,Road,4,4,266,3,0,F,6,5758,1,260,0.02,0.59
8469,A,Road,4,1,228,3,0,F,9,4678,0,219,0.04,0.59
8470,B,Road,4,5,210,4,0,M,3,5432,1,207,0.01,0.59
8471,C,Road,3,5,135,2,1,M,7,5331,0,128,0.05,0.59
8472,F,Road,4,5,248,2,1,M,4,4789,1,244,0.02,0.59
8473,D,Road,3,3,227,3,1,M,3,5644,0,224,0.01,0.59
8474,F,Road,3,2,257,3,1,M,2,5486,1,255,0.01,0.59
8475,A,Road,4,5,199,3,0,M,2,4462,0,197,0.01,0.59
8476,B,Road,4,3,232,2,0,M,1,5398,0,231,0.0,0.59
8477,C,Road,5,1,258,6,0,F,7,4344,0,251,0.03,0.59
8478,F,Road,5,1,268,3,1,F,5,5663,0,263,0.02,0.59
8479,D,Road,3,4,260,5,0,M,2,4461,0,258,0.01,0.59
8480,F,Road,4,2,190,2,1,F,1,4020,1,189,0.01,0.59
8481,A,Road,5,5,176,3,1,F,8,5335,1,168,0.05,0.59
8482,B,Road,3,2,227,2,0,M,10,5401,0,217,0.04,0.59
8483,C,Road,6,4,150,5,1,F,8,4709,0,142,0.05,0.59
8484,F,Road,3,2,160,2,2,M,4,4376,0,156,0.02,0.59
8485,D,Road,6,3,113,2,1,F,4,5130,1,109,0.04,0.59
8486,F,Road,5,1,145,3,0,F,5,5019,0,140,0.03,0.59
8487,A,Road,4,4,206,3,0,M,2,5572,1,204,0.01,0.59
8488,B,Road,3,1,207,3,0,F,5,4643,1,202,0.02,0.59
8489,C,Road,3,3,133,2,1,M,8,4241,0,125,0.06,0.59
8490,F,Flight,3,5,261,3,0,F,10,4224,1,251,0.04,0.6
8491,D,Flight,4,1,194,2,1,F,1,4198,0,193,0.01,0.6
8492,F,Flight,3,1,244,3,1,M,6,4062,1,238,0.02,0.6
8493,A,Flight,4,5,150,3,0,M,5,4512,0,145,0.03,0.6
8494,B,Flight,3,1,267,2,0,M,7,4486,1,260,0.03,0.6
8495,C,Flight,3,2,251,2,1,F,4,4074,0,247,0.02,0.6
8496,F,Flight,4,2,185,3,0,M,8,4322,1,177,0.04,0.6
8497,D,Flight,2,1,112,5,0,F,1,4543,0,111,0.01,0.6
8498,F,Flight,3,2,264,4,1,M,1,4877,0,263,0.0,0.6
8499,A,Flight,5,4,274,3,0,M,1,5017,1,273,0.0,0.6
8500,B,Flight,4,5,234,3,1,F,10,4204,1,224,0.04,0.6
8501,C,Flight,3,1,157,2,1,M,7,5560,0,150,0.04,0.6
8502,F,Flight,6,1,247,6,1,F,6,4691,0,241,0.02,0.6
8503,D,Flight,5,1,179,2,2,M,8,5301,1,171,0.04,0.6
8504,F,Flight,3,1,202,2,1,F,10,4412,1,192,0.05,0.6
8505,A,Flight,4,2,148,2,1,M,3,4651,0,145,0.02,0.6
8506,B,Flight,5,1,183,6,1,F,2,5082,0,181,0.01,0.6
8507,C,Flight,3,2,229,3,1,M,9,4491,1,220,0.04,0.6
8508,F,Flight,3,4,196,4,0,M,5,4749,1,191,0.03,0.6
8509,D,Flight,3,3,264,3,0,F,6,5482,1,258,0.02,0.6
8510,F,Flight,3,2,233,4,1,M,1,5886,0,232,0.0,0.6
8511,A,Flight,3,1,166,2,0,F,7,4375,0,159,0.04,0.6
8512,B,Ship,5,3,185,2,0,M,2,5420,0,183,0.01,0.6
8513,C,Ship,3,5,184,3,0,F,2,4357,1,182,0.01,0.6
8514,F,Ship,6,3,98,6,0,M,9,4787,1,89,0.09,0.6
8515,D,Ship,3,2,177,2,2,F,7,4764,1,170,0.04,0.6
8516,F,Ship,3,5,193,2,0,F,10,5776,0,183,0.05,0.6
8517,A,Ship,3,3,165,2,1,M,1,4768,0,164,0.01,0.6
8518,B,Ship,4,4,183,4,0,F,6,4562,1,177,0.03,0.6
8519,C,Ship,4,4,161,3,0,M,2,5257,0,159,0.01,0.6
8520,F,Ship,2,1,238,2,0,F,4,4992,0,234,0.02,0.6
8521,D,Ship,3,5,191,4,0,M,4,4008,1,187,0.02,0.6
8522,F,Ship,3,2,165,3,0,M,6,5642,0,159,0.04,0.6
8523,A,Ship,3,5,233,2,1,M,1,4913,0,232,0.0,0.6
8524,B,Ship,4,1,234,2,1,M,4,5066,1,230,0.02,0.6
8525,C,Ship,4,1,252,3,1,M,4,5540,0,248,0.02,0.6
8526,F,Ship,3,1,155,3,0,F,9,5539,0,146,0.06,0.6
8527,D,Ship,3,5,269,8,1,M,8,4462,0,261,0.03,0.6
8528,F,Ship,4,5,224,2,0,M,8,5871,0,216,0.04,0.6
8529,A,Ship,5,3,230,3,1,F,7,4844,0,223,0.03,0.6
8530,B,Ship,4,5,253,3,0,F,9,4205,0,244,0.04,0.6
8531,C,Ship,5,2,181,3,0,M,4,4323,0,177,0.02,0.6
8532,F,Ship,4,2,233,4,2,F,1,4316,0,232,0.0,0.6
8533,D,Ship,4,1,243,5,1,F,1,4624,1,242,0.0,0.6
8534,F,Ship,5,4,271,2,1,F,6,4801,1,265,0.02,0.6
8535,A,Ship,4,3,134,4,0,F,5,4507,1,129,0.04,0.6
8536,B,Ship,3,5,154,10,2,F,10,5282,1,144,0.06,0.6
8537,C,Ship,6,1,222,8,0,M,2,4914,0,220,0.01,0.6
8538,F,Ship,3,4,251,10,1,F,2,4336,1,249,0.01,0.6
8539,D,Ship,4,3,239,3,0,M,10,4020,0,229,0.04,0.6
8540,F,Ship,5,4,211,3,0,M,9,4908,0,202,0.04,0.6
8541,A,Ship,3,4,195,10,0,M,5,5950,1,190,0.03,0.6
8542,B,Ship,4,4,224,10,1,F,9,4149,0,215,0.04,0.6
8543,C,Ship,4,5,144,8,1,F,2,4956,1,142,0.01,0.6
8544,F,Ship,4,2,167,4,2,M,5,5250,0,162,0.03,0.6
8545,D,Ship,3,1,188,4,1,F,8,5884,1,180,0.04,0.6
8546,F,Ship,2,4,245,2,1,F,3,5850,1,242,0.01,0.6
8547,A,Ship,2,5,212,2,2,F,3,4389,0,209,0.01,0.6
8548,B,Ship,3,3,240,3,0,F,5,4888,1,235,0.02,0.6
8549,C,Ship,5,2,226,5,1,M,5,1323,0,221,0.02,0.6
8550,F,Ship,6,5,278,4,0,M,2,1167,1,276,0.01,0.6
8551,D,Ship,4,2,232,5,1,F,4,1783,0,228,0.02,0.6
8552,F,Ship,6,3,287,4,0,M,3,1824,0,284,0.01,0.6
8553,A,Ship,4,4,228,5,0,F,1,1788,1,227,0.0,0.6
8554,B,Ship,5,4,232,5,0,M,10,1512,0,222,0.04,0.6
8555,C,Ship,6,5,308,4,0,M,8,1164,1,300,0.03,0.6
8556,F,Ship,7,4,287,4,0,M,9,1667,1,278,0.03,0.6
8557,D,Ship,6,4,246,4,1,M,3,1852,0,243,0.01,0.6
8558,F,Ship,4,5,262,6,0,M,10,1156,0,252,0.04,0.6
8559,A,Ship,6,1,275,4,0,M,7,1767,0,268,0.03,0.6
8560,B,Ship,5,1,236,5,1,F,3,1699,0,233,0.01,0.6
8561,C,Ship,5,4,221,6,1,M,6,1488,1,215,0.03,0.6
8562,F,Ship,5,1,271,5,0,F,5,1869,1,266,0.02,0.6
8563,D,Ship,4,4,229,5,0,M,7,1049,1,222,0.03,0.6
8564,F,Ship,3,2,177,2,2,M,9,4648,0,168,0.05,0.6
8565,A,Ship,3,2,193,2,0,M,3,4799,1,190,0.02,0.6
8566,B,Ship,3,4,165,2,1,M,1,5745,0,164,0.01,0.6
8567,C,Ship,4,5,183,4,0,M,3,5881,0,180,0.02,0.6
8568,F,Ship,4,2,161,3,0,F,8,4382,0,153,0.05,0.6
8569,D,Ship,2,5,238,2,0,F,6,5325,1,232,0.03,0.6
8570,F,Ship,3,5,191,4,0,M,2,5177,1,189,0.01,0.6
8571,A,Ship,3,1,165,3,0,M,10,5823,0,155,0.06,0.6
8572,B,Ship,3,5,233,2,1,F,2,4193,0,231,0.01,0.6
